Year,Storm,Province,intensification_rate_kt_per_day,is_intensifying,max_wind_in_track_kt,min_pressure_in_track_hpa,pressure_at_closest_hpa,wind_at_closest_approach_kt,wind_change_approaching_kt
2010,Agaton,Rizal,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Romblon,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Samar,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Sarangani,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Siquijor,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Sorsogon,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,South Cotabato,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Southern Leyte,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Sultan Kudarat,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Sulu,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Surigao del Norte,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Surigao del Sur,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Tarlac,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Tawi-Tawi,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Zambales,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Zamboanga Sibugay,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Zamboanga del Norte,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Agaton,Zamboanga del Sur,4.693333333333333,1.0,35.0,998.0,1002.0,30.8,17.6
2010,Basyang,Abra,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Agusan del Norte,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Agusan del Sur,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Aklan,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Albay,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Antique,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Apayao,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Aurora,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Basilan,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Bataan,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Batanes,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Batangas,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Benguet,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Biliran,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Bohol,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Bukidnon,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Bulacan,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Cagayan,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Camarines Norte,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Camarines Sur,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Camiguin,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Capiz,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Catanduanes,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Cavite,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Cebu,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Cotabato,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Davao Occidental,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Davao Oriental,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Davao de Oro,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Davao del Norte,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Davao del Sur,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Dinagat Islands,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Eastern Samar,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Guimaras,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Ifugao,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Ilocos Norte,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Ilocos Sur,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Iloilo,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Isabela,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Kalinga,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,La Union,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Laguna,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Lanao del Norte,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Lanao del Sur,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Leyte,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Maguindanao del Norte,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Maguindanao del Sur,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Marinduque,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Masbate,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Metro Manila,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Misamis Occidental,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Misamis Oriental,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Mountain Province,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Negros Occidental,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Negros Oriental,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Northern Samar,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Nueva Ecija,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Nueva Vizcaya,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Occidental Mindoro,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Oriental Mindoro,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Palawan,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Pampanga,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Pangasinan,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Quezon,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Quirino,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Rizal,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Romblon,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Samar,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Sarangani,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Siquijor,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Sorsogon,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,South Cotabato,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Southern Leyte,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Sultan Kudarat,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Sulu,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Surigao del Norte,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Surigao del Sur,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Tarlac,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Tawi-Tawi,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Zambales,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Zamboanga Sibugay,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Zamboanga del Norte,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Basyang,Zamboanga del Sur,10.270967741935483,1.0,70.0,970.0,988.0,53.0,39.8
2010,Caloy,Abra,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Agusan del Norte,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Agusan del Sur,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Aklan,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Albay,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Antique,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Apayao,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Aurora,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Basilan,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Bataan,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Batanes,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Batangas,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Benguet,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Biliran,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Bohol,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Bukidnon,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Bulacan,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Cagayan,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Camarines Norte,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Camarines Sur,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Camiguin,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Capiz,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Catanduanes,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Cavite,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Cebu,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Cotabato,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Davao Occidental,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Davao Oriental,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Davao de Oro,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Davao del Norte,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Davao del Sur,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Dinagat Islands,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Eastern Samar,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Guimaras,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Ifugao,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Ilocos Norte,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Ilocos Sur,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Iloilo,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Isabela,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Kalinga,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,La Union,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Laguna,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Lanao del Norte,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Lanao del Sur,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Leyte,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Maguindanao del Norte,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Maguindanao del Sur,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Marinduque,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Masbate,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Metro Manila,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Misamis Occidental,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Misamis Oriental,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Mountain Province,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Negros Occidental,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Negros Oriental,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Northern Samar,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Nueva Ecija,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Nueva Vizcaya,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Occidental Mindoro,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Oriental Mindoro,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Palawan,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Pampanga,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Pangasinan,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Quezon,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Quirino,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Rizal,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Romblon,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Samar,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Sarangani,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Siquijor,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Sorsogon,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,South Cotabato,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Southern Leyte,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Sultan Kudarat,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Sulu,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Surigao del Norte,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Surigao del Sur,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Tarlac,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Tawi-Tawi,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Zambales,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Zamboanga Sibugay,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Zamboanga del Norte,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Caloy,Zamboanga del Sur,8.246153846153847,1.0,70.0,970.0,994.0,40.0,26.8
2010,Ester,Abra,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Agusan del Norte,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Agusan del Sur,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Aklan,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Albay,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Antique,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Apayao,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Aurora,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Basilan,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Bataan,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Batanes,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Batangas,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Benguet,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Biliran,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Bohol,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Bukidnon,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Bulacan,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Cagayan,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Camarines Norte,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Camarines Sur,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Camiguin,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Capiz,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Catanduanes,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Cavite,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Cebu,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Cotabato,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Davao Occidental,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Davao Oriental,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Davao de Oro,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Davao del Norte,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Davao del Sur,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Dinagat Islands,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Eastern Samar,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Guimaras,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Ifugao,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Ilocos Norte,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Ilocos Sur,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Iloilo,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Isabela,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Kalinga,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,La Union,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Laguna,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Lanao del Norte,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
2010,Ester,Lanao del Sur,10.151724137931033,1.0,50.0,985.0,985.0,50.0,36.8
