Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2011,Juaning,Camarines Norte,315,4595,4910
2011,Juaning,Camarines Sur,2,0,2
2011,Juaning,Cebu,0,4,4
2011,Juaning,Ifugao,5,20,25
2011,Juaning,Isabela,0,6,6
2011,Juaning,Kalinga,6,43,49
2011,Juaning,Nueva Vizcaya,0,8,8
2011,Juaning,Pampanga,5,0,5
2011,Juaning,Quezon,1,33,34
2011,Juaning,Quirino,8,96,104
2011,Juaning,Rizal,0,6,6
2011,Juaning,Sorsogon,1,4,5
2011,Mina,Abra,4,114,118
2011,Mina,Apayao,4,296,300
2011,Mina,Benguet,29,187,216
2011,Mina,Cagayan,43,1823,1866
2011,Mina,Ilocos Norte,35,143,178
2011,Mina,Ilocos Sur,4,16,20
2011,Mina,Iloilo,3,0,3
2011,Mina,Isabela,0,20,20
2011,Mina,Kalinga,1,41,42
2011,Mina,La Union,10,98,108
2011,Mina,Mountain Province,2,126,128
2011,Mina,Negros Occidental,10,0,10
2011,Mina,Nueva Vizcaya,0,34,34
2011,Mina,Pangasinan,10,13,23
2011,Mina,Zambales,4,7,11
2011,Pedring,Abra,2,35,37
2011,Pedring,Albay,0,8,8
2011,Pedring,Antique,1,0,1
2011,Pedring,Apayao,0,10,10
2011,Pedring,Aurora,545,5743,6288
2011,Pedring,Bataan,420,2354,2774
2011,Pedring,Batangas,9,81,90
2011,Pedring,Benguet,14,36,50
2011,Pedring,Bulacan,877,2429,3306
2011,Pedring,Camarines Sur,5,786,791
2011,Pedring,Catanduanes,12,42,54
2011,Pedring,Cavite,80,281,361
2011,Pedring,Ifugao,90,1157,1247
2011,Pedring,Ilocos Norte,9,0,9
2011,Pedring,Iloilo,12,64,76
2011,Pedring,Isabela,1468,10374,11842
2011,Pedring,Kalinga,8,322,330
2011,Pedring,La Union,20,1128,1148
2011,Pedring,Laguna,0,3,3
2011,Pedring,Mountain Province,3,111,114
2011,Pedring,Negros Occidental,2,4,6
2011,Pedring,Nueva Ecija,361,1769,2130
2011,Pedring,Nueva Vizcaya,153,958,1111
2011,Pedring,Occidental Mindoro,3,1,4
2011,Pedring,Pampanga,88,1093,1181
2011,Pedring,Pangasinan,82,3373,3455
2011,Pedring,Quirino,1674,8492,10166
2011,Pedring,Rizal,2,12,14
2011,Pedring,Romblon,1,5,6
2011,Pedring,Sorsogon,2,15,17
2011,Pedring,Tarlac,26,71,97
2011,Pedring,Zambales,1244,5373,6617
2011,Quiel,Apayao,0,1,1
2011,Quiel,Benguet,2,27,29
2011,Quiel,Bulacan,104,485,589
2011,Quiel,Cagayan,3,3,6
2011,Quiel,Ifugao,10,78,88
2011,Quiel,Isabela,2315,10289,12604
2011,Quiel,Kalinga,2,9,11
2011,Quiel,La Union,35,554,589
2011,Quiel,Mountain Province,3,11,14
2011,Quiel,Nueva Ecija,89,475,564
2011,Quiel,Pampanga,10,568,578
2011,Quiel,Pangasinan,85,2593,2678
2011,Quiel,Quirino,73,136,209
2011,Quiel,Tarlac,40,108,148
2011,Quiel,Zambales,77,56,133
2011,Ramon,Capiz,2,0,2
2011,Ramon,Cebu,1,2,3
2011,Ramon,Iloilo,4,0,4
2011,Ramon,Oriental Mindoro,10,7,17
2011,Ramon,Romblon,12,19,31
2011,Sendong,Agusan del Sur,15,0,15
2011,Sendong,Bukidnon,342,112,454
2011,Sendong,Davao de Oro,16,2,18
2011,Sendong,Lanao del Norte,5249,14874,20123
2011,Sendong,Lanao del Sur,56,151,207
2011,Sendong,Misamis Occidental,24,63,87
2011,Sendong,Misamis Oriental,7469,13059,20528
2011,Sendong,Negros Oriental,1499,6583,8082
2011,Sendong,Surigao del Sur,204,2708,2912
2011,Sendong,Zamboanga del Norte,9,0,9
2012,Igme,Ilocos Sur,1,13,14
2012,Igme,La Union,0,29,29
2012,Igme,Misamis Oriental,0,2,2
2012,Ofel,Batangas,26,104,130
2012,Ofel,Marinduque,5,0,5
2012,Ofel,Masbate,27,411,438
2012,Ofel,Occidental Mindoro,0,14,14
2012,Ofel,Oriental Mindoro,113,1657,1770
2012,Ofel,Quezon,35,168,203
2012,Ofel,Romblon,28,201,229
2012,Ofel,Samar,2,3,5
2012,Pablo,Agusan del Norte,54,493,547
2012,Pablo,Agusan del Sur,18354,19290,37644
2012,Pablo,Bohol,20,85,105
2012,Pablo,Bukidnon,1039,4968,6007
2012,Pablo,Camiguin,21,166,187
2012,Pablo,Cebu,423,2189,2612
2012,Pablo,Davao Oriental,21975,8270,30245
2012,Pablo,Davao de Oro,38653,56401,95054
2012,Pablo,Davao del Norte,227,2862,3089
2012,Pablo,Davao del Sur,101,288,389
2012,Pablo,Dinagat Islands,1,5,6
2012,Pablo,La Union,1,1,2
2012,Pablo,Lanao del Norte,168,1788,1956
2012,Pablo,Lanao del Sur,256,368,624
2012,Pablo,Misamis Occidental,92,127,219
2012,Pablo,Misamis Oriental,455,4078,4533
2012,Pablo,Negros Occidental,75,603,678
2012,Pablo,Negros Oriental,395,2642,3037
2012,Pablo,Palawan,875,424,1299
2012,Pablo,Pangasinan,1,1,2
2012,Pablo,Siquijor,303,3373,3676
2012,Pablo,South Cotabato,3,10,13
2012,Pablo,Surigao del Norte,18,943,961
2012,Pablo,Surigao del Sur,6156,17776,23932
2012,Quinta,Aklan,284,913,1197
2012,Quinta,Capiz,35,120,155
2012,Quinta,Cebu,6,80,86
2012,Quinta,Iloilo,1596,3340,4936
2012,Quinta,Leyte,0,13,13
2012,Quinta,Negros Occidental,10,56,66
2013,Auring,Palawan,57,122,179
2013,Auring,Zamboanga del Norte,6,0,6
2013,Labuyo,Aurora,1868,9491,11359
2013,Labuyo,Bulacan,1,0,1
2013,Labuyo,Ifugao,4,149,153
2013,Labuyo,Isabela,9,188,197
2013,Labuyo,Kalinga,0,6,6
2013,Labuyo,La Union,2,2,4
2013,Labuyo,Mountain Province,0,13,13
2013,Labuyo,Nueva Vizcaya,80,772,852
2013,Labuyo,Pampanga,3,6,9
2013,Labuyo,Pangasinan,8,18,26
2013,Labuyo,Quirino,588,7612,8200
2013,Labuyo,Sorsogon,7,0,7
2013,Labuyo,Zambales,22,348,370
2013,Leon,Samar,0,10,10
2013,Odette,Antique,3,5,8
2013,Odette,Apayao,1,9,10
2013,Odette,Batanes,174,1394,1568
2013,Odette,Cagayan,365,1224,1589
2013,Odette,Catanduanes,16,62,78
2013,Odette,Guimaras,0,1,1
2013,Odette,Ifugao,0,29,29
2013,Odette,Ilocos Norte,2,33,35
2013,Odette,Iloilo,1,4,5
2013,Odette,Kalinga,0,78,78
2013,Odette,Mountain Province,0,4,4
2013,Odette,Negros Occidental,6,11,17
2013,Odette,Occidental Mindoro,18,23,41
2013,Vinta,Apayao,281,2498,2779
2013,Vinta,Cagayan,3580,30078,33658
2013,Vinta,Ilocos Norte,36,1050,1086
2013,Yolanda,Agusan del Sur,2,40,42
2013,Yolanda,Aklan,34738,49161,83899
2013,Yolanda,Albay,64,86,150
2013,Yolanda,Antique,14711,32353,47064
2013,Yolanda,Batangas,28,770,798
2013,Yolanda,Biliran,5444,15081,20525
2013,Yolanda,Bohol,197,1772,1969
2013,Yolanda,Camarines Sur,248,1063,1311
2013,Yolanda,Camiguin,2,15,17
2013,Yolanda,Capiz,92118,38570,130688
2013,Yolanda,Catanduanes,168,173,341
2013,Yolanda,Cebu,62594,46601,109195
2013,Yolanda,Davao Oriental,10,6,16
2013,Yolanda,Davao del Sur,1,2,3
2013,Yolanda,Dinagat Islands,362,3405,3767
2013,Yolanda,Eastern Samar,30625,31116,61741
2013,Yolanda,Guimaras,36,265,301
2013,Yolanda,Iloilo,74383,83046,157429
2013,Yolanda,Laguna,2,36,38
2013,Yolanda,Leyte,201464,180346,381810
2013,Yolanda,Marinduque,5,158,163
2013,Yolanda,Masbate,1462,6726,8188
2013,Yolanda,Misamis Oriental,0,3,3
2013,Yolanda,Negros Occidental,13340,49728,63068
2013,Yolanda,Negros Oriental,49,106,155
2013,Yolanda,Occidental Mindoro,654,2982,3636
2013,Yolanda,Oriental Mindoro,968,2616,3584
2013,Yolanda,Palawan,9410,9351,18761
2013,Yolanda,Quezon,4,0,4
2013,Yolanda,Romblon,574,7095,7669
2013,Yolanda,Samar,6084,12231,18315
2013,Yolanda,Sorsogon,146,2276,2422
2013,Yolanda,Southern Leyte,933,9532,10465
2013,Yolanda,Surigao del Norte,58,2714,2772
2013,Yolanda,Surigao del Sur,44,79,123
2014,Agaton,Agusan del Norte,63,112,175
2014,Agaton,Agusan del Sur,79,87,166
2014,Agaton,Bukidnon,3,0,3
2014,Agaton,Camarines Sur,12,87,99
2014,Agaton,Camiguin,0,1,1
2014,Agaton,Davao Oriental,908,572,1480
2014,Agaton,Davao de Oro,21,6,27
2014,Agaton,Dinagat Islands,0,22,22
2014,Agaton,Lanao del Norte,281,677,958
2014,Agaton,Misamis Occidental,5,0,5
2014,Agaton,Misamis Oriental,46,210,256
2014,Agaton,Sorsogon,0,1,1
2014,Agaton,Surigao del Norte,149,32,181
2014,Agaton,Surigao del Sur,137,520,657
2014,Basyang,Agusan del Norte,2,5,7
2014,Basyang,Cebu,27,334,361
2014,Basyang,Dinagat Islands,2,0,2
2014,Basyang,Negros Occidental,2,55,57
2014,Glenda,Albay,4775,19920,24695
2014,Glenda,Bataan,513,3236,3749
2014,Glenda,Batangas,5227,67449,72676
2014,Glenda,Bulacan,41,180,221
2014,Glenda,Camarines Norte,1617,11169,12786
2014,Glenda,Camarines Sur,29688,123837,153525
2014,Glenda,Catanduanes,98,863,961
2014,Glenda,Cavite,6150,36121,42271
2014,Glenda,Eastern Samar,240,3137,3377
2014,Glenda,Ilocos Norte,3,2,5
2014,Glenda,Laguna,13592,49468,63060
2014,Glenda,Marinduque,39,1031,1070
2014,Glenda,Masbate,283,1279,1562
2014,Glenda,Metro Manila,47,95,142
2014,Glenda,Northern Samar,6608,39764,46372
2014,Glenda,Occidental Mindoro,56,5483,5539
2014,Glenda,Oriental Mindoro,30,387,417
2014,Glenda,Pampanga,7,50,57
2014,Glenda,Quezon,34702,109957,144659
2014,Glenda,Rizal,609,3526,4135
2014,Glenda,Romblon,16,208,224
2014,Glenda,Samar,2548,19330,21878
2014,Glenda,Sorsogon,4997,24216,29213
2014,Glenda,Tarlac,1,0,1
2014,Glenda,Zambales,180,905,1085
2014,Henry,Misamis Oriental,11,116,127
2014,Henry,Negros Occidental,36,150,186
2014,Luis,Apayao,5,329,334
2014,Luis,Benguet,1,16,17
2014,Luis,Cagayan,108,1485,1593
2014,Luis,Ilocos Norte,0,22,22
2014,Luis,Isabela,0,5,5
2014,Luis,Kalinga,3,99,102
2014,Luis,La Union,2,39,41
2014,Luis,Nueva Vizcaya,6,10,16
2014,Luis,Pampanga,8,0,8
2014,Luis,Pangasinan,59,120,179
2014,Luis,Zambales,2,20,22
2014,Mario,Abra,42,1012,1054
2014,Mario,Apayao,0,41,41
2014,Mario,Batangas,1,0,1
2014,Mario,Benguet,2,23,25
2014,Mario,Bulacan,7,24,31
2014,Mario,Camarines Sur,1,0,1
2014,Mario,Ifugao,9,138,147
2014,Mario,Ilocos Norte,179,1167,1346
2014,Mario,Ilocos Sur,1878,4594,6472
2014,Mario,Kalinga,4,46,50
2014,Mario,La Union,82,1875,1957
2014,Mario,Mountain Province,9,12,21
2014,Mario,Nueva Vizcaya,14,251,265
2014,Mario,Occidental Mindoro,3,1,4
2014,Mario,Pampanga,1,5,6
2014,Mario,Pangasinan,12,139,151
2014,Mario,Rizal,5,2,7
2014,Mario,Zambales,7,5,12
2014,Queenie,Bohol,133,780,913
2014,Queenie,Cebu,2,89,91
2014,Queenie,Negros Occidental,100,300,400
2014,Queenie,Negros Oriental,17,87,104
2014,Queenie,Palawan,91,1995,2086
2014,Queenie,Surigao del Norte,0,146,146
2014,Queenie,Surigao del Sur,0,2,2
2014,Ruby,Aklan,0,6,6
2014,Ruby,Albay,0,18,18
2014,Ruby,Biliran,132,1924,2056
2014,Ruby,Camarines Norte,2,0,2
2014,Ruby,Camarines Sur,160,3115,3275
2014,Ruby,Capiz,4,1026,1030
2014,Ruby,Catanduanes,3,26,29
2014,Ruby,Cebu,360,2711,3071
2014,Ruby,Eastern Samar,19549,60041,79590
2014,Ruby,Iloilo,210,1111,1321
2014,Ruby,Laguna,1,0,1
2014,Ruby,Leyte,1272,23071,24343
2014,Ruby,Masbate,1022,16616,17638
2014,Ruby,Northern Samar,6877,56490,63367
2014,Ruby,Quezon,4,17,21
2014,Ruby,Romblon,20,245,265
2014,Ruby,Samar,12666,75731,88397
2014,Ruby,Sorsogon,300,7046,7346
2014,Ruby,Southern Leyte,5,46,51
2014,Ruby,Surigao del Norte,47,193,240
2014,Seniang,Agusan del Norte,3,0,3
2014,Seniang,Agusan del Sur,6,12,18
2014,Seniang,Antique,2,4,6
2014,Seniang,Bohol,114,322,436
2014,Seniang,Bukidnon,16,135,151
2014,Seniang,Camiguin,0,15,15
2014,Seniang,Cebu,168,229,397
2014,Seniang,Davao de Oro,1,12,13
2014,Seniang,Dinagat Islands,1,21,22
2014,Seniang,Eastern Samar,17,26,43
2014,Seniang,Leyte,21,1188,1209
2014,Seniang,Misamis Oriental,137,129,266
2014,Seniang,Negros Occidental,13,87,100
2014,Seniang,Samar,26,172,198
2014,Seniang,Surigao del Sur,69,386,455
2014,Seniang,Zamboanga del Sur,60,21,81
2015,Amang,Albay,15,0,15
2015,Amang,Biliran,0,1,1
2015,Amang,Camarines Norte,1,139,140
2015,Amang,Catanduanes,2,5,7
2015,Amang,Northern Samar,29,341,370
2015,Amang,Samar,1,4,5
2015,Egay,Abra,1,4,5
2015,Egay,Benguet,0,1,1
2015,Egay,Ilocos Norte,1,34,35
2015,Egay,Ilocos Sur,2,21,23
2015,Egay,Kalinga,1,1,2
2015,Egay,La Union,2,136,138
2015,Egay,Palawan,0,1,1
2015,Ineng,Apayao,1,117,118
2015,Ineng,Batanes,44,159,203
2015,Ineng,Benguet,14,156,170
2015,Ineng,Cagayan,61,4504,4565
2015,Ineng,Ilocos Norte,20,239,259
2015,Ineng,Ilocos Sur,20,95,115
2015,Ineng,Kalinga,18,146,164
2015,Ineng,La Union,0,11,11
2015,Ineng,Laguna,0,58,58
2015,Ineng,Mountain Province,5,33,38
2015,Ineng,Nueva Ecija,4,6,10
2015,Ineng,Nueva Vizcaya,0,20,20
2015,Ineng,Zambales,0,6,6
2015,Kabayan,Aurora,87,435,522
2015,Kabayan,Bulacan,0,18,18
2015,Kabayan,Nueva Ecija,10,153,163
2015,Lando,Abra,1,13,14
2015,Lando,Apayao,10,152,162
2015,Lando,Aurora,2695,20296,22991
2015,Lando,Bataan,20,11,31
2015,Lando,Batanes,0,374,374
2015,Lando,Benguet,127,862,989
2015,Lando,Bulacan,3,112,115
2015,Lando,Cagayan,4,24,28
2015,Lando,Ifugao,43,499,542
2015,Lando,Ilocos Norte,23,62,85
2015,Lando,Ilocos Sur,46,450,496
2015,Lando,Isabela,620,899,1519
2015,Lando,Kalinga,17,481,498
2015,Lando,La Union,423,8527,8950
2015,Lando,Mountain Province,2,90,92
2015,Lando,Nueva Ecija,987,11548,12535
2015,Lando,Nueva Vizcaya,126,1427,1553
2015,Lando,Pampanga,48,463,511
2015,Lando,Pangasinan,11250,53137,64387
2015,Lando,Quezon,1255,2900,4155
2015,Lando,Quirino,567,9380,9947
2015,Lando,Tarlac,482,6304,6786
2015,Lando,Zambales,46,874,920
2015,Nona,Albay,102,555,657
2015,Nona,Aurora,9,8,17
2015,Nona,Batangas,7,117,124
2015,Nona,Camarines Norte,1,1,2
2015,Nona,Camarines Sur,0,75,75
2015,Nona,Catanduanes,17,8,25
2015,Nona,Cavite,8,0,8
2015,Nona,Eastern Samar,44,1594,1638
2015,Nona,Marinduque,570,4555,5125
2015,Nona,Masbate,3179,5776,8955
2015,Nona,Northern Samar,42200,81021,123221
2015,Nona,Nueva Ecija,3,0,3
2015,Nona,Occidental Mindoro,113,896,1009
2015,Nona,Oriental Mindoro,32687,49744,82431
2015,Nona,Pampanga,0,3,3
2015,Nona,Quezon,0,836,836
2015,Nona,Romblon,1667,4934,6601
2015,Nona,Samar,11,285,296
2015,Nona,Sorsogon,29921,57737,87658
2015,Onyok,Agusan del Sur,2,2,4
2015,Onyok,Dinagat Islands,2,1,3
2015,Onyok,Surigao del Norte,1,0,1
2016,Carina,Ilocos Norte,0,4,4
2016,Carina,Ilocos Sur,0,3,3
2016,Ferdie,Batanes,407,1834,2241
2016,Karen,Aurora,887,6817,7704
2016,Karen,Benguet,0,16,16
2016,Karen,Camarines Norte,22,316,338
2016,Karen,Camarines Sur,0,88,88
2016,Karen,Catanduanes,0,1,1
2016,Karen,Ifugao,0,9,9
2016,Karen,Ilocos Norte,0,20,20
2016,Karen,Kalinga,0,6,6
2016,Karen,La Union,21,25,46
2016,Karen,Nueva Ecija,40,1007,1047
2016,Karen,Nueva Vizcaya,431,2893,3324
2016,Karen,Pangasinan,19,148,167
2016,Karen,Tarlac,1,8,9
2016,Lawin,Abra,374,4689,5063
2016,Lawin,Apayao,311,1720,2031
2016,Lawin,Aurora,0,4,4
2016,Lawin,Bataan,5,20,25
2016,Lawin,Benguet,62,368,430
2016,Lawin,Cagayan,5254,23175,28429
2016,Lawin,Ifugao,13,392,405
2016,Lawin,Ilocos Norte,1334,17441,18775
2016,Lawin,Ilocos Sur,699,9340,10039
2016,Lawin,Isabela,5994,25567,31561
2016,Lawin,Kalinga,569,2156,2725
2016,Lawin,La Union,49,866,915
2016,Lawin,Mountain Province,11,281,292
2016,Lawin,Nueva Vizcaya,36,125,161
2016,Lawin,Pangasinan,7,0,7
2016,Lawin,Quirino,0,127,127
2016,Lawin,Tarlac,1,6,7
2016,Marce,Cebu,5,0,5
2016,Marce,Iloilo,0,9,9
2016,Marce,Leyte,0,1,1
2016,Marce,Romblon,0,1,1
2016,Nina,Albay,18902,44581,63483
2016,Nina,Batangas,250,1303,1553
2016,Nina,Camarines Sur,43691,94088,137779
2016,Nina,Catanduanes,9049,23133,32182
2016,Nina,Marinduque,5848,27676,33524
2016,Nina,Occidental Mindoro,6,333,339
2016,Nina,Oriental Mindoro,2750,8958,11708
2016,Nina,Quezon,4727,29405,34132
2016,Nina,Sorsogon,6,61,67
2017,Auring,Agusan del Norte,0,1,1
2017,Auring,Surigao del Sur,1,0,1
2017,Crising,Cebu,56,783,839
2017,Maring,Batangas,54,70,124
2017,Maring,Cavite,3,6,9
2017,Maring,Laguna,122,531,653
2017,Maring,Quezon,150,886,1036
2017,Odette,Apayao,1,0,1
2017,Odette,Benguet,1,0,1
2017,Salome,Aurora,0,5,5
2017,Tino,Palawan,1,2,3
2017,Urduja,Agusan del Norte,0,17,17
2017,Urduja,Biliran,1692,4419,6111
2017,Urduja,Eastern Samar,303,9050,9353
2017,Urduja,Leyte,82,1050,1132
2017,Urduja,Masbate,6,18,24
2017,Urduja,Northern Samar,397,3567,3964
2017,Urduja,Samar,264,14143,14407
2017,Urduja,Southern Leyte,4,274,278
2017,Vinta,Bukidnon,121,34,155
2017,Vinta,Davao de Oro,16,1,17
2017,Vinta,Davao del Norte,26,1,27
2017,Vinta,Davao del Sur,361,223,584
2017,Vinta,Lanao del Norte,830,1574,2404
2017,Vinta,Lanao del Sur,348,180,528
2017,Vinta,Misamis Occidental,0,8,8
2017,Vinta,Misamis Oriental,112,1034,1146
2017,Vinta,Palawan,646,1014,1660
2017,Vinta,Zamboanga Sibugay,22,0,22
2017,Vinta,Zamboanga del Norte,1516,1505,3021
2017,Vinta,Zamboanga del Sur,8,0,8
2018,Agaton,Aklan,1,0,1
2018,Agaton,Bohol,1,6,7
2018,Agaton,Cebu,2,21,23
2018,Agaton,Dinagat Islands,0,4,4
2018,Agaton,Iloilo,0,2,2
2018,Agaton,Lanao del Norte,23,2,25
2018,Agaton,Palawan,12,69,81
2018,Agaton,Southern Leyte,0,10,10
2018,Agaton,Sulu,0,9,9
2018,Basyang,Agusan del Norte,14,3,17
2018,Basyang,Bohol,32,12,44
2018,Basyang,Eastern Samar,15,84,99
2018,Basyang,Iloilo,2,5,7
2018,Basyang,Leyte,7,0,7
2018,Basyang,Negros Occidental,2,2,4
2018,Basyang,Southern Leyte,0,5,5
2018,Basyang,Surigao del Norte,277,1078,1355
2018,Basyang,Surigao del Sur,80,42,122
2018,Ompong,Abra,505,18120,18625
2018,Ompong,Apayao,725,15083,15808
2018,Ompong,Aurora,0,7,7
2018,Ompong,Bataan,0,26,26
2018,Ompong,Benguet,457,3145,3602
2018,Ompong,Bulacan,6,112,118
2018,Ompong,Cagayan,9561,79225,88786
2018,Ompong,Ifugao,26,686,712
2018,Ompong,Ilocos Norte,1297,27521,28818
2018,Ompong,Ilocos Sur,1267,36405,37672
2018,Ompong,Isabela,207,3617,3824
2018,Ompong,Kalinga,96,2750,2846
2018,Ompong,La Union,289,4494,4783
2018,Ompong,Mountain Province,17,591,608
2018,Ompong,Nueva Ecija,16,178,194
2018,Ompong,Nueva Vizcaya,13,211,224
2018,Ompong,Pampanga,0,13,13
2018,Ompong,Pangasinan,199,1378,1577
2018,Ompong,Quirino,14,299,313
2018,Ompong,Tarlac,5,11,16
2018,Ompong,Zambales,95,1833,1928
2018,Rosita,Apayao,0,6,6
2018,Rosita,Aurora,31,644,675
2018,Rosita,Benguet,1,9,10
2018,Rosita,Ifugao,166,2199,2365
2018,Rosita,Ilocos Norte,13,2,15
2018,Rosita,Ilocos Sur,4,11,15
2018,Rosita,Isabela,2260,18237,20497
2018,Rosita,Kalinga,26,196,222
2018,Rosita,La Union,5,203,208
2018,Rosita,Mountain Province,82,882,964
2018,Rosita,Northern Samar,5,104,109
2018,Rosita,Nueva Vizcaya,34,282,316
2018,Rosita,Pangasinan,1,28,29
2018,Rosita,Quirino,130,1247,1377
2018,Samuel,Eastern Samar,86,1630,1716
2018,Samuel,Northern Samar,7,17,24
2018,Usman,Albay,93,20,113
2018,Usman,Batangas,3,9,12
2018,Usman,Camarines Norte,57,861,918
2018,Usman,Camarines Sur,1921,5414,7335
2018,Usman,Laguna,2,0,2
2018,Usman,Northern Samar,1236,11450,12686
2018,Usman,Oriental Mindoro,367,435,802
2018,Usman,Quezon,3,5,8
2018,Usman,Samar,436,14259,14695
2018,Usman,Sorsogon,0,3,3
2019,Chedeng,Davao Oriental,4,15,19
2019,Falcon,Apayao,1,1,2
2019,Falcon,Ilocos Norte,0,1,1
2019,Marilyn,South Cotabato,22,97,119
2019,Marilyn,Sultan Kudarat,22,58,80
2019,Ramon,Apayao,2,0,2
2019,Ramon,Camarines Sur,10,9,19
2019,Ramon,Kalinga,1,0,1
2019,Tisoy,Albay,17496,95076,112572
2019,Tisoy,Antique,2,4,6
2019,Tisoy,Aurora,1,120,121
2019,Tisoy,Batangas,912,204,1116
2019,Tisoy,Camarines Norte,1113,9548,10661
2019,Tisoy,Camarines Sur,9894,130962,140856
2019,Tisoy,Cavite,8,0,8
2019,Tisoy,Eastern Samar,23,2267,2290
2019,Tisoy,Laguna,170,17,187
2019,Tisoy,Leyte,235,2255,2490
2019,Tisoy,Marinduque,790,14109,14899
2019,Tisoy,Masbate,6312,17442,23754
2019,Tisoy,Mountain Province,0,1,1
2019,Tisoy,Northern Samar,8140,78487,86627
2019,Tisoy,Occidental Mindoro,465,3845,4310
2019,Tisoy,Oriental Mindoro,4335,35239,39574
2019,Tisoy,Palawan,0,1,1
2019,Tisoy,Quezon,8018,981,8999
2019,Tisoy,Romblon,1810,12470,14280
2019,Tisoy,Samar,440,8053,8493
2019,Tisoy,Sorsogon,9257,49926,59183
2019,Tisoy,Surigao del Sur,3,9,12
2019,Ursula,Aklan,9884,105539,115423
2019,Ursula,Antique,5115,11064,16179
2019,Ursula,Biliran,3013,24264,27277
2019,Ursula,Capiz,14257,68404,82661
2019,Ursula,Cebu,5262,21025,26287
2019,Ursula,Eastern Samar,50125,42148,92273
2019,Ursula,Iloilo,5124,24846,29970
2019,Ursula,Leyte,7060,124672,131732
2019,Ursula,Occidental Mindoro,4719,20240,24959
2019,Ursula,Oriental Mindoro,1597,5581,7178
2019,Ursula,Romblon,805,2373,3178
2019,Ursula,Samar,3931,43737,47668
2020,Ambo,Bulacan,4.0,2.0,6.0
2020,Ambo,Bulacan,4,2,6
2020,Ambo,Eastern Samar,2966.0,11095.0,14061.0
2020,Ambo,Eastern Samar,2966,11095,14061
2020,Ambo,Northern Samar,4662.0,37169.0,41831.0
2020,Ambo,Northern Samar,4662,37169,41831
2020,Ambo,Samar,18,1353,1371
2020,Ofel,Cebu,7,0,7
2020,Pepito,Benguet,0,1,1
2020,Pepito,Quezon,4,4,8
2020,Quinta,Albay,612.0,11960.0,12572.0
2020,Quinta,Albay,612,11960,12572
2020,Quinta,Antique,5.0,54.0,59.0
2020,Quinta,Antique,5,54,59
2020,Quinta,Batangas,221.0,2340.0,2561.0
2020,Quinta,Batangas,221,2340,2561
2020,Quinta,Biliran,2.0,0.0,2.0
2020,Quinta,Biliran,2,0,2
2020,Quinta,Camarines Norte,0.0,9.0,9.0
2020,Quinta,Camarines Norte,0,9,9
2020,Quinta,Camarines Sur,465.0,9155.0,9620.0
2020,Quinta,Camarines Sur,465,9155,9620
2020,Quinta,Catanduanes,244.0,1162.0,1406.0
2020,Quinta,Catanduanes,244,1162,1406
2020,Quinta,Cavite,7.0,6.0,13.0
